title,artist,num_artists,artists_followers,artists_popularity,num_sections,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,fade_in,fade_out,time_signature,explicit,popularity,genre,date,liked
Ámame,Loco Escrito,1,49435,40,8,0.765,0.791,0,-3.752,1,0.214,0.0658,0,0.048,0.752,95.022,166250,0.17397,162.24944,4,False,38,desconocido,2020-04-24,No
Beat Of My Heart,Lost Frequencies,2,1336230.5,63.5,10,0.706,0.524,6,-8.804,1,0.026,0.127,0.00129,0.109,0.296,111.991,183183,0.0,178.84009,4,False,58,belgian edm,2019-10-04,No
Hypnotized,Purple Disco Machine,2,283297.5,67.5,10,0.689,0.813,11,-5.084,0,0.0998,0.0969,0.000232,0.11,0.704,108.065,195704,0.09293,188.69696,4,False,57,deep house,2020-04-08,No
Electrified,Lost Frequencies,2,1334911.5,54.5,6,0.571,0.622,1,-7.202,1,0.0359,0.0314,0.0113,0.139,0.1,124.979,220986,0.0,216.56091,4,False,39,belgian edm,2020-07-31,No
???,Dallaniel,1,3841,24,17,0.662,0.985,8,-7.106,1,0.143,0.00367,0.677,0.0794,0.27,160.019,505500,0.0,505.5,4,False,35,desconocido,2021-12-31,No
18,One Direction,1,31520683,85,8,0.681,0.582,6,-7.76,0,0.0313,0.22,0,0.119,0.221,124.038,248360,0.27923,240.26848,4,False,84,boy band,2014-11-17,No
Woke Up In India,Tungevaag,1,146826,66,9,0.532,0.869,10,-3.477,0,0.184,0.0078,0.00905,0.32,0.523,189.772,158211,0.31351,153.47229,4,False,31,big room,2021-01-22,No
AYNEA REMIX,FMK,3,2778552.3333333335,76,13,0.618,0.499,0,-5.368,1,0.0952,0.0437,0,0.224,0.445,171.924,298605,2.41488,293.29126,4,False,64,trap argentino,2020-12-17,No
Big City Life,Mango Passion,1,905,33,8,0.628,0.675,2,-5.192,1,0.351,0.187,2.73e-06,0.171,0.576,189.972,154105,0.0,150.32018,4,False,24,desconocido,2019-06-26,No
Cupid Shuffle,Cupid,1,32549,47,9,0.785,0.582,5,-4.877,0,0.237,0.191,0,0.2,0.861,71.774,231360,0.25596,227.00407,4,False,66,kids dance party,2007-09-11,No
9 Crimes,Damien Rice,1,1067561,58,5,0.346,0.139,0,-15.326,1,0.0321,0.913,7.73e-05,0.0934,0.116,136.168,217947,0.57615,206.07129,4,False,62,acoustic pop,2006-11-06,No
Quan caminàvem,Aspencat,1,54644,39,11,0.705,0.805,7,-6.28,1,0.0507,0.0251,0,0.187,0.828,95.042,234893,0.13143,229.95882,4,False,44,indie valenciana,2013-05-05,No
She Don't Give a Fo,Duki,2,6886293.5,79,10,0.854,0.556,1,-4.49,1,0.14,0.345,0,0.165,0.342,119.938,209531,0.0,207.122,4,False,79,argentine hip hop,2018-03-12,No
One by One - Alle Farben Remix,Broken Back,2,218440,62.5,9,0.838,0.846,2,-5.411,0,0.0347,0.184,1.64e-05,0.0764,0.896,102.0,158107,0.42372,151.7366,4,False,36,new french touch,2020-01-17,No
Mataré a Cupido,Vaho,1,9092,30,9,0.715,0.66,2,-7.194,1,0.0457,0.287,8.47e-05,0.142,0.621,135.953,217379,0.0,213.91965,4,False,36,spanish modern rock,2020-01-24,No
As Far as Feelings Go,Alle Farben,2,194102,60.5,9,0.679,0.804,0,-4.375,0,0.0832,0.111,0,0.154,0.649,105.962,209840,2.51937,203.1862,4,False,50,deep euro house,2019-10-11,No
Tú Me Gustas,Pepe Bernabé,2,30965,48.5,9,0.857,0.668,0,-4.289,1,0.129,0.412,4.55e-06,0.0917,0.813,150.022,186212,0.37134,180.40163,4,False,0,desconocido,2020-07-30,No
Something Warm to Wear,Karina Pasian,1,36930,36,3,0.778,0.13,1,-14.983,1,0.373,0.942,0,0.176,0.537,67.752,46352,0.0,42.64925,4,False,1,desconocido,2020-10-06,No
Nightsky,Mauve,1,72572,62,6,0.685,0.42,7,-11.525,1,0.0264,0.747,0.152,0.136,0.297,108.993,165550,0.0,160.00871,4,False,0,chill house,2020-06-26,No
Daydream,Raquel Rodriguez,1,28141,46,10,0.797,0.55,11,-5.992,0,0.0911,0.242,1.74e-05,0.0866,0.759,80.027,193351,0.10381,183.78593,4,False,43,desconocido,2021-04-23,No
Don't Leave Me Now,Lost Frequencies,2,1338096,64,11,0.671,0.752,6,-6.806,0,0.0304,0.0258,0,0.112,0.717,124.998,195080,0.0,191.2976,4,False,58,belgian edm,2020-07-31,No
El Hipo,Danny Romero,2,1082385,60,8,0.814,0.595,0,-6.282,1,0.274,0.32,0,0.0949,0.779,82.575,171456,0.39927,168.0254,4,False,52,electro bailando,2020-06-19,No
En el Túnel de Lavado,Maren,1,13729,35,10,0.535,0.881,0,-5.435,1,0.0452,0.0922,0.0201,0.505,0.585,162.998,173851,0.0,166.69025,4,False,41,euskal musica,2022-03-25,No
Whatever You Like,T.I.,1,4598118,74,12,0.68,0.687,9,-6.162,0,0.0709,0.0161,0,0.261,0.467,150.053,249533,0.0,239.5893,4,True,76,atl hip hop,2008-09-07,No
Spicks And Specks,Bee Gees,1,6887980,76,10,0.65,0.634,2,-7.355,1,0.0326,0.777,0.000205,0.277,0.713,122.787,171533,0.19184,165.67438,4,False,38,disco,2001-11-20,No
We Should Be Sorry,Axel Johansson,1,666712,50,6,0.708,0.676,1,-9.261,1,0.0357,0.075,3.39e-06,0.0705,0.0803,130.002,186923,2.54839,182.49722,4,False,48,pop edm,2020-04-17,No
Trouble Me,Hallman,1,21801,47,9,0.628,0.846,8,-7.483,1,0.0334,0.0589,0.521,0.0992,0.39,122.041,180994,0.0,171.85669,4,False,20,beach house,2018-07-06,No
Amor de mis amores (feat. María Artés & Calero),Maki,3,70814,47.333333333333336,9,0.588,0.728,9,-5.711,1,0.0416,0.499,0,0.0928,0.728,155.964,224387,0.42957,221.28616,4,False,31,flamenco urbano,2019-02-15,No
BOOM,X Ambassadors,1,2883532,72,9,0.732,0.594,11,-5.911,0,0.0693,0.00805,0.0301,0.0802,0.676,107.996,164587,0.11025,161.21616,4,False,62,modern alternative rock,2019-06-14,No
Knockout,Tungevaag,1,146826,66,6,0.643,0.609,4,-4.304,0,0.0397,0.299,0,0.176,0.462,94.996,147789,0.21474,142.84335,4,False,57,big room,2019-12-06,No
Vacation,Freddy Kalas,1,167680,51,9,0.812,0.896,1,-3.615,1,0.183,0.11,0,0.364,0.515,120.025,173812,0.33084,167.59583,4,False,43,norwegian pop,2019-05-10,No
Namorar pra Quê?​,MC Kekel,1,3758619,57,10,0.917,0.723,6,-5.741,1,0.174,0.31,0,0.0641,0.734,129.884,166978,1.09379,160.86784,4,False,55,funk carioca,2016-12-07,No
Seve - Radio Edit,Tez Cadey,1,82641,55,9,0.74,0.831,5,-7.321,1,0.0456,0.444,0.00304,0.0769,0.448,121.034,210853,1.00993,204.97415,4,False,71,deep tropical house,2015-01-26,No
"Ob-La-Di, Ob-La-Da - Live At Cleves School",Himesh Patel,1,15535,38,7,0.699,0.776,10,-8.398,1,0.126,0.33,0,0.456,0.878,113.388,203507,0.60961,203.50667,4,False,38,desconocido,2019-06-21,No
The Funeral,Band of Horses,1,984907,59,10,0.318,0.76,0,-6.115,0,0.0435,0.016,0,0.102,0.104,122.414,322173,0.19247,307.48444,4,False,0,chamber pop,2006-03-21,No
